Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=50000, clip_grad=True, device='cuda', envname='LunarLander-v2', epsilon_decay=0.925, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=3, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=150000, n_steps=5, natoms=51, no_dist=True, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=500, vmax=200, vmin=-200, write_period=100)
Iteration:       0, Train reward:     nan, Eval reward: -129.876, TD loss:     nan, Episode:    0, Epsilon:    1
Iteration:     100, Train reward: -190.551, Eval reward: -129.876, TD loss:     nan, Episode:    4, Epsilon: 0.7320941406250001
Iteration:     200, Train reward: -278.573, Eval reward: -129.876, TD loss:  11.818, Episode:    9, Epsilon: 0.49576469343214813
Iteration:     300, Train reward: -336.773, Eval reward: -129.876, TD loss:  10.149, Episode:   12, Epsilon: 0.39237451588154065
Iteration:     400, Train reward: -323.002, Eval reward: -129.876, TD loss:   7.601, Episode:   15, Epsilon: 0.3105460367648075
Iteration:     500, Train reward: -314.398, Eval reward: -129.876, TD loss:   6.823, Episode:   18, Epsilon: 0.24578263125387187
Iteration:     600, Train reward: -328.263, Eval reward: -129.876, TD loss:   6.409, Episode:   21, Epsilon: 0.19452543157659957
Iteration:     700, Train reward: -323.712, Eval reward: -129.876, TD loss:   5.603, Episode:   23, Epsilon: 0.16644082239272803
Iteration:     800, Train reward: -325.943, Eval reward: -129.876, TD loss:   5.506, Episode:   25, Epsilon: 0.14241092865977795
Iteration:     900, Train reward: -310.097, Eval reward: -129.876, TD loss:   5.094, Episode:   27, Epsilon: 0.12185035083452252
Iteration:    1000, Train reward: -310.097, Eval reward: -155.862, TD loss:   5.271, Episode:   27, Epsilon: 0.12185035083452252
Iteration:    1100, Train reward: -305.909, Eval reward: -155.862, TD loss:   5.950, Episode:   29, Epsilon: 0.10425820643278834
Iteration:    1200, Train reward: -303.014, Eval reward: -155.862, TD loss:   5.291, Episode:   30, Epsilon: 0.09643884095032922
Iteration:    1300, Train reward: -303.014, Eval reward: -155.862, TD loss:   5.139, Episode:   30, Epsilon: 0.09643884095032922
Iteration:    1400, Train reward: -287.259, Eval reward: -155.862, TD loss:   4.917, Episode:   31, Epsilon: 0.08920592787905453
Iteration:    1500, Train reward: -287.259, Eval reward: -155.862, TD loss:   4.797, Episode:   31, Epsilon: 0.08920592787905453
Iteration:    1600, Train reward: -258.324, Eval reward: -155.862, TD loss:   5.853, Episode:   32, Epsilon: 0.08251548328812544
Iteration:    1700, Train reward: -255.110, Eval reward: -155.862, TD loss:   5.411, Episode:   33, Epsilon: 0.07632682204151604
Iteration:    1800, Train reward: -239.733, Eval reward: -155.862, TD loss:   4.739, Episode:   34, Epsilon: 0.07060231038840234
Iteration:    1900, Train reward: -239.733, Eval reward: -155.862, TD loss:   5.089, Episode:   34, Epsilon: 0.07060231038840234
Iteration:    2000, Train reward: -229.319, Eval reward: -222.949, TD loss:   4.707, Episode:   35, Epsilon: 0.06530713710927216
Iteration:    2100, Train reward: -229.319, Eval reward: -222.949, TD loss:   5.528, Episode:   35, Epsilon: 0.06530713710927216
Iteration:    2200, Train reward: -220.268, Eval reward: -222.949, TD loss:   5.269, Episode:   36, Epsilon: 0.060409101826076755
Iteration:    2300, Train reward: -202.067, Eval reward: -222.949, TD loss:   5.200, Episode:   37, Epsilon: 0.055878419189121
Iteration:    2400, Train reward: -202.067, Eval reward: -222.949, TD loss:   5.142, Episode:   37, Epsilon: 0.055878419189121
Iteration:    2500, Train reward: -192.898, Eval reward: -222.949, TD loss:   4.994, Episode:   38, Epsilon: 0.05168753774993693
Iteration:    2600, Train reward: -186.999, Eval reward: -222.949, TD loss:   4.808, Episode:   39, Epsilon: 0.047810972418691665
Iteration:    2700, Train reward: -176.521, Eval reward: -222.949, TD loss:   5.129, Episode:   40, Epsilon: 0.04422514948728979
Iteration:    2800, Train reward: -163.917, Eval reward: -222.949, TD loss:   4.920, Episode:   41, Epsilon: 0.04090826327574306
Iteration:    2900, Train reward: -163.917, Eval reward: -222.949, TD loss:   4.862, Episode:   41, Epsilon: 0.04090826327574306
Iteration:    3000, Train reward: -150.675, Eval reward: -126.619, TD loss:   5.111, Episode:   42, Epsilon: 0.037840143530062334
Iteration:    3100, Train reward: -132.697, Eval reward: -126.619, TD loss:   5.117, Episode:   43, Epsilon: 0.03500213276530766
Iteration:    3200, Train reward: -134.506, Eval reward: -126.619, TD loss:   4.746, Episode:   44, Epsilon: 0.03237697280790959
Iteration:    3300, Train reward: -134.506, Eval reward: -126.619, TD loss:   4.730, Episode:   44, Epsilon: 0.03237697280790959
Iteration:    3400, Train reward: -107.171, Eval reward: -126.619, TD loss:   4.596, Episode:   45, Epsilon: 0.029948699847316372
Iteration:    3500, Train reward: -83.895, Eval reward: -126.619, TD loss:   4.719, Episode:   46, Epsilon: 0.027702547358767645
Iteration:    3600, Train reward: -59.780, Eval reward: -126.619, TD loss:   4.406, Episode:   47, Epsilon: 0.025624856306860073
Iteration:    3700, Train reward: -59.780, Eval reward: -126.619, TD loss:   5.134, Episode:   47, Epsilon: 0.025624856306860073
Iteration:    3800, Train reward: -44.832, Eval reward: -126.619, TD loss:   5.447, Episode:   48, Epsilon: 0.02370299208384557
Iteration:    3900, Train reward: -33.433, Eval reward: -126.619, TD loss:   4.890, Episode:   49, Epsilon: 0.02192526767755715
Iteration:    4000, Train reward:  -3.247, Eval reward: -35.897, TD loss:   4.395, Episode:   50, Epsilon: 0.020280872601740364
Iteration:    4100, Train reward:  -3.247, Eval reward: -35.897, TD loss:   4.669, Episode:   50, Epsilon: 0.020280872601740364
Iteration:    4200, Train reward:  -2.457, Eval reward: -35.897, TD loss:   4.552, Episode:   51, Epsilon: 0.01875980715660984
Iteration:    4300, Train reward:  10.717, Eval reward: -35.897, TD loss:   4.514, Episode:   52, Epsilon: 0.017352821619864102
Iteration:    4400, Train reward:  12.953, Eval reward: -35.897, TD loss:   4.547, Episode:   53, Epsilon: 0.016051359998374294
Iteration:    4500, Train reward:  11.368, Eval reward: -35.897, TD loss:   4.350, Episode:   54, Epsilon: 0.014847507998496223
Iteration:    4600, Train reward:  25.637, Eval reward: -35.897, TD loss:   4.640, Episode:   55, Epsilon: 0.013733944898609006
