Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=50000, clip_grad=True, device='cuda', envname='LunarLander-v2', epsilon_decay=0.925, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=3, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=150000, n_steps=1, natoms=51, no_dist=True, no_double=False, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=500, vmax=200, vmin=-200, write_period=100)
Iteration:       0, Train reward:     nan, Eval reward: -620.075, TD loss:     nan, Episode:    0, Epsilon:    1
Iteration:     100, Train reward: -154.448, Eval reward: -620.075, TD loss:     nan, Episode:    1, Epsilon: 0.925
Iteration:     200, Train reward: -121.088, Eval reward: -620.075, TD loss:   1.307, Episode:    2, Epsilon: 0.8556250000000001
Iteration:     300, Train reward: -182.387, Eval reward: -620.075, TD loss:   1.403, Episode:    3, Epsilon: 0.7914531250000001
Iteration:     400, Train reward: -182.387, Eval reward: -620.075, TD loss:   1.087, Episode:    3, Epsilon: 0.7914531250000001
Iteration:     500, Train reward: -174.554, Eval reward: -620.075, TD loss:   1.220, Episode:    4, Epsilon: 0.7320941406250001
Iteration:     600, Train reward: -184.388, Eval reward: -620.075, TD loss:   1.513, Episode:    5, Epsilon: 0.6771870800781251
Iteration:     700, Train reward: -152.914, Eval reward: -620.075, TD loss:   1.279, Episode:    6, Epsilon: 0.6263980490722657
Iteration:     800, Train reward: -145.874, Eval reward: -620.075, TD loss:   1.571, Episode:    7, Epsilon: 0.5794181953918458
Iteration:     900, Train reward: -141.419, Eval reward: -620.075, TD loss:   1.261, Episode:    8, Epsilon: 0.5359618307374574
Iteration:    1000, Train reward: -134.533, Eval reward:  63.184, TD loss:   1.470, Episode:    9, Epsilon: 0.49576469343214813
Iteration:    1100, Train reward: -134.533, Eval reward:  63.184, TD loss:   1.139, Episode:    9, Epsilon: 0.49576469343214813
Iteration:    1200, Train reward: -134.533, Eval reward:  63.184, TD loss:   1.287, Episode:    9, Epsilon: 0.49576469343214813
Iteration:    1300, Train reward: -135.751, Eval reward:  63.184, TD loss:   0.988, Episode:   10, Epsilon: 0.45858234142473703
Iteration:    1400, Train reward: -135.751, Eval reward:  63.184, TD loss:   1.132, Episode:   10, Epsilon: 0.45858234142473703
Iteration:    1500, Train reward: -144.285, Eval reward:  63.184, TD loss:   1.335, Episode:   11, Epsilon: 0.4241886658178818
Iteration:    1600, Train reward: -144.285, Eval reward:  63.184, TD loss:   1.350, Episode:   11, Epsilon: 0.4241886658178818
Iteration:    1700, Train reward: -140.780, Eval reward:  63.184, TD loss:   1.146, Episode:   12, Epsilon: 0.39237451588154065
Iteration:    1800, Train reward: -140.780, Eval reward:  63.184, TD loss:   1.299, Episode:   12, Epsilon: 0.39237451588154065
Iteration:    1900, Train reward: -140.780, Eval reward:  63.184, TD loss:   1.247, Episode:   12, Epsilon: 0.39237451588154065
