Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=50000, clip_grad=True, device='cuda', envname='LunarLander-v2', epsilon_decay=0.925, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=3, eval_period=1000, gamma=0.99, lr=0.001, max_episode_len=1000, model_dir='models/', n_iterations=300000, n_steps=1, natoms=51, no_dist=True, no_double=True, no_dueling=True, no_noisy=False, no_prioritized=True, noisy_std=0.5, save_model=False, start_update=100, target_update_period=500, vmax=100, vmin=-100, write_period=100)
Iteration:       0, Train reward:     nan, Eval reward: -95.857, TD loss:     nan, Episode:    0, Epsilon:    1
Iteration:     100, Train reward: -109.425, Eval reward: -95.857, TD loss:     nan, Episode:    1, Epsilon: 0.925
Iteration:     200, Train reward: -203.407, Eval reward: -95.857, TD loss:   3.193, Episode:    2, Epsilon: 0.8556250000000001
Iteration:     300, Train reward: -205.476, Eval reward: -95.857, TD loss:   2.539, Episode:    4, Epsilon: 0.7320941406250001
Iteration:     400, Train reward: -205.476, Eval reward: -95.857, TD loss:   1.817, Episode:    4, Epsilon: 0.7320941406250001
Iteration:     500, Train reward: -321.454, Eval reward: -95.857, TD loss:   1.932, Episode:    5, Epsilon: 0.6771870800781251
Iteration:     600, Train reward: -321.454, Eval reward: -95.857, TD loss:   2.143, Episode:    5, Epsilon: 0.6771870800781251
Iteration:     700, Train reward: -321.454, Eval reward: -95.857, TD loss:   1.718, Episode:    5, Epsilon: 0.6771870800781251
Iteration:     800, Train reward: -321.454, Eval reward: -95.857, TD loss:   1.450, Episode:    5, Epsilon: 0.6771870800781251
Iteration:     900, Train reward: -321.454, Eval reward: -95.857, TD loss:   1.179, Episode:    5, Epsilon: 0.6771870800781251
Iteration:    1000, Train reward: -275.788, Eval reward: -528.606, TD loss:   1.333, Episode:    6, Epsilon: 0.6263980490722657
Iteration:    1100, Train reward: -308.882, Eval reward: -528.606, TD loss:   1.874, Episode:    7, Epsilon: 0.5794181953918458
