Namespace(alpha=0.6, batch_size=32, beta_init=0.4, buffer_capacity=10000, clip_grad=True, device='cuda', epsilon_decay=0.85, epsilon_init=1, epsilon_min=0.01, epsilon_range=150, eval_episode=3, eval_period=20000, gamma=0.99, lr=0.0001, model_dir='models/', n_iterations=50000000, n_steps=1, natoms=51, no_dist=True, no_double=True, no_dueling=True, no_noisy=True, no_prioritized=True, noisy_std=0.5, save_model=True, start_update=500, target_update_period=1000, vmax=10, vmin=-10, write_period=500)
Iteration:       0, Train reward:     nan, Eval reward: -21.000, TD loss:     nan, Episode:    0, Epsilon:    1
Iteration:     500, Train reward:     nan, Eval reward: -21.000, TD loss:     nan, Episode:    0, Epsilon:    1
Iteration:    1000, Train reward: -21.000, Eval reward: -21.000, TD loss:   0.006, Episode:    1, Epsilon: 0.9934
Iteration:    1500, Train reward: -21.000, Eval reward: -21.000, TD loss:   0.005, Episode:    1, Epsilon: 0.9934
Iteration:    2000, Train reward: -21.000, Eval reward: -21.000, TD loss:   0.005, Episode:    1, Epsilon: 0.9934
Iteration:    2500, Train reward: -20.500, Eval reward: -21.000, TD loss:   0.006, Episode:    2, Epsilon: 0.9867999999999999
Iteration:    3000, Train reward: -20.500, Eval reward: -21.000, TD loss:   0.004, Episode:    2, Epsilon: 0.9867999999999999
Iteration:    3500, Train reward: -20.667, Eval reward: -21.000, TD loss:   0.003, Episode:    3, Epsilon: 0.9801999999999998
Iteration:    4000, Train reward: -20.667, Eval reward: -21.000, TD loss:   0.004, Episode:    3, Epsilon: 0.9801999999999998
Iteration:    4500, Train reward: -20.667, Eval reward: -21.000, TD loss:   0.004, Episode:    3, Epsilon: 0.9801999999999998
Iteration:    5000, Train reward: -20.250, Eval reward: -21.000, TD loss:   0.004, Episode:    4, Epsilon: 0.9735999999999998
Iteration:    5500, Train reward: -20.250, Eval reward: -21.000, TD loss:   0.005, Episode:    4, Epsilon: 0.9735999999999998
Iteration:    6000, Train reward: -20.250, Eval reward: -21.000, TD loss:   0.004, Episode:    4, Epsilon: 0.9735999999999998
Iteration:    6500, Train reward: -20.400, Eval reward: -21.000, TD loss:   0.005, Episode:    5, Epsilon: 0.9669999999999997
Iteration:    7000, Train reward: -20.400, Eval reward: -21.000, TD loss:   0.003, Episode:    5, Epsilon: 0.9669999999999997
Iteration:    7500, Train reward: -20.400, Eval reward: -21.000, TD loss:   0.004, Episode:    5, Epsilon: 0.9669999999999997
Iteration:    8000, Train reward: -20.500, Eval reward: -21.000, TD loss:   0.004, Episode:    6, Epsilon: 0.9603999999999997
Iteration:    8500, Train reward: -20.500, Eval reward: -21.000, TD loss:   0.003, Episode:    6, Epsilon: 0.9603999999999997
Iteration:    9000, Train reward: -20.571, Eval reward: -21.000, TD loss:   0.004, Episode:    7, Epsilon: 0.9537999999999996
Iteration:    9500, Train reward: -20.571, Eval reward: -21.000, TD loss:   0.004, Episode:    7, Epsilon: 0.9537999999999996
Iteration:   10000, Train reward: -20.625, Eval reward: -21.000, TD loss:   0.003, Episode:    8, Epsilon: 0.9471999999999996
Iteration:   10500, Train reward: -20.625, Eval reward: -21.000, TD loss:   0.003, Episode:    8, Epsilon: 0.9471999999999996
Iteration:   11000, Train reward: -20.625, Eval reward: -21.000, TD loss:   0.003, Episode:    8, Epsilon: 0.9471999999999996
Iteration:   11500, Train reward: -20.667, Eval reward: -21.000, TD loss:   0.003, Episode:    9, Epsilon: 0.9405999999999995
Iteration:   12000, Train reward: -20.667, Eval reward: -21.000, TD loss:   0.003, Episode:    9, Epsilon: 0.9405999999999995
Iteration:   12500, Train reward: -20.667, Eval reward: -21.000, TD loss:   0.003, Episode:    9, Epsilon: 0.9405999999999995
Iteration:   13000, Train reward: -20.300, Eval reward: -21.000, TD loss:   0.003, Episode:   10, Epsilon: 0.9339999999999995
Iteration:   13500, Train reward: -20.300, Eval reward: -21.000, TD loss:   0.003, Episode:   10, Epsilon: 0.9339999999999995
Iteration:   14000, Train reward: -20.300, Eval reward: -21.000, TD loss:   0.004, Episode:   10, Epsilon: 0.9339999999999995
Iteration:   14500, Train reward: -20.364, Eval reward: -21.000, TD loss:   0.003, Episode:   11, Epsilon: 0.9273999999999994
Iteration:   15000, Train reward: -20.364, Eval reward: -21.000, TD loss:   0.003, Episode:   11, Epsilon: 0.9273999999999994
Iteration:   15500, Train reward: -20.417, Eval reward: -21.000, TD loss:   0.003, Episode:   12, Epsilon: 0.9207999999999994
Iteration:   16000, Train reward: -20.417, Eval reward: -21.000, TD loss:   0.003, Episode:   12, Epsilon: 0.9207999999999994
Iteration:   16500, Train reward: -20.417, Eval reward: -21.000, TD loss:   0.003, Episode:   12, Epsilon: 0.9207999999999994
Iteration:   17000, Train reward: -20.417, Eval reward: -21.000, TD loss:   0.003, Episode:   12, Epsilon: 0.9207999999999994
Iteration:   17500, Train reward: -20.308, Eval reward: -21.000, TD loss:   0.003, Episode:   13, Epsilon: 0.9141999999999993
Iteration:   18000, Train reward: -20.308, Eval reward: -21.000, TD loss:   0.003, Episode:   13, Epsilon: 0.9141999999999993
Iteration:   18500, Train reward: -20.308, Eval reward: -21.000, TD loss:   0.002, Episode:   13, Epsilon: 0.9141999999999993
Iteration:   19000, Train reward: -20.357, Eval reward: -21.000, TD loss:   0.003, Episode:   14, Epsilon: 0.9075999999999993
Iteration:   19500, Train reward: -20.357, Eval reward: -21.000, TD loss:   0.002, Episode:   14, Epsilon: 0.9075999999999993
Iteration:   20000, Train reward: -20.357, Eval reward: -21.000, TD loss:   0.002, Episode:   14, Epsilon: 0.9075999999999993
Iteration:   20500, Train reward: -20.267, Eval reward: -21.000, TD loss:   0.002, Episode:   15, Epsilon: 0.9009999999999992
Iteration:   21000, Train reward: -20.267, Eval reward: -21.000, TD loss:   0.002, Episode:   15, Epsilon: 0.9009999999999992
Iteration:   21500, Train reward: -20.312, Eval reward: -21.000, TD loss:   0.003, Episode:   16, Epsilon: 0.8943999999999992
Iteration:   22000, Train reward: -20.312, Eval reward: -21.000, TD loss:   0.003, Episode:   16, Epsilon: 0.8943999999999992
Iteration:   22500, Train reward: -20.353, Eval reward: -21.000, TD loss:   0.003, Episode:   17, Epsilon: 0.8877999999999991
Iteration:   23000, Train reward: -20.353, Eval reward: -21.000, TD loss:   0.003, Episode:   17, Epsilon: 0.8877999999999991
Iteration:   23500, Train reward: -20.353, Eval reward: -21.000, TD loss:   0.003, Episode:   17, Epsilon: 0.8877999999999991
Iteration:   24000, Train reward: -20.389, Eval reward: -21.000, TD loss:   0.003, Episode:   18, Epsilon: 0.8811999999999991
Iteration:   24500, Train reward: -20.389, Eval reward: -21.000, TD loss:   0.003, Episode:   18, Epsilon: 0.8811999999999991
Iteration:   25000, Train reward: -20.421, Eval reward: -21.000, TD loss:   0.003, Episode:   19, Epsilon: 0.874599999999999
Iteration:   25500, Train reward: -20.421, Eval reward: -21.000, TD loss:   0.003, Episode:   19, Epsilon: 0.874599999999999
Iteration:   26000, Train reward: -20.450, Eval reward: -21.000, TD loss:   0.003, Episode:   20, Epsilon: 0.867999999999999
Iteration:   26500, Train reward: -20.450, Eval reward: -21.000, TD loss:   0.003, Episode:   20, Epsilon: 0.867999999999999
Iteration:   27000, Train reward: -20.450, Eval reward: -21.000, TD loss:   0.003, Episode:   20, Epsilon: 0.867999999999999
Iteration:   27500, Train reward: -20.400, Eval reward: -21.000, TD loss:   0.003, Episode:   21, Epsilon: 0.8613999999999989
Iteration:   28000, Train reward: -20.400, Eval reward: -21.000, TD loss:   0.003, Episode:   21, Epsilon: 0.8613999999999989
Iteration:   28500, Train reward: -20.400, Eval reward: -21.000, TD loss:   0.003, Episode:   21, Epsilon: 0.8613999999999989
Iteration:   29000, Train reward: -20.350, Eval reward: -21.000, TD loss:   0.003, Episode:   22, Epsilon: 0.8547999999999989
Iteration:   29500, Train reward: -20.350, Eval reward: -21.000, TD loss:   0.004, Episode:   22, Epsilon: 0.8547999999999989
Iteration:   30000, Train reward: -20.350, Eval reward: -21.000, TD loss:   0.003, Episode:   22, Epsilon: 0.8547999999999989
Iteration:   30500, Train reward: -20.250, Eval reward: -21.000, TD loss:   0.004, Episode:   23, Epsilon: 0.8481999999999988
Iteration:   31000, Train reward: -20.250, Eval reward: -21.000, TD loss:   0.003, Episode:   23, Epsilon: 0.8481999999999988
Iteration:   31500, Train reward: -20.250, Eval reward: -21.000, TD loss:   0.004, Episode:   23, Epsilon: 0.8481999999999988
Iteration:   32000, Train reward: -20.250, Eval reward: -21.000, TD loss:   0.003, Episode:   24, Epsilon: 0.8415999999999988
Iteration:   32500, Train reward: -20.250, Eval reward: -21.000, TD loss:   0.002, Episode:   24, Epsilon: 0.8415999999999988
Iteration:   33000, Train reward: -20.250, Eval reward: -21.000, TD loss:   0.003, Episode:   24, Epsilon: 0.8415999999999988
Iteration:   33500, Train reward: -20.150, Eval reward: -21.000, TD loss:   0.003, Episode:   25, Epsilon: 0.8349999999999987
Iteration:   34000, Train reward: -20.150, Eval reward: -21.000, TD loss:   0.002, Episode:   25, Epsilon: 0.8349999999999987
Iteration:   34500, Train reward: -20.150, Eval reward: -21.000, TD loss:   0.003, Episode:   25, Epsilon: 0.8349999999999987
Iteration:   35000, Train reward: -20.150, Eval reward: -21.000, TD loss:   0.002, Episode:   25, Epsilon: 0.8349999999999987
Iteration:   35500, Train reward: -20.100, Eval reward: -21.000, TD loss:   0.003, Episode:   26, Epsilon: 0.8283999999999987
Iteration:   36000, Train reward: -20.100, Eval reward: -21.000, TD loss:   0.002, Episode:   26, Epsilon: 0.8283999999999987
Iteration:   36500, Train reward: -20.100, Eval reward: -21.000, TD loss:   0.002, Episode:   26, Epsilon: 0.8283999999999987
Iteration:   37000, Train reward: -20.000, Eval reward: -21.000, TD loss:   0.002, Episode:   27, Epsilon: 0.8217999999999986
Iteration:   37500, Train reward: -20.000, Eval reward: -21.000, TD loss:   0.002, Episode:   27, Epsilon: 0.8217999999999986
Iteration:   38000, Train reward: -20.000, Eval reward: -21.000, TD loss:   0.002, Episode:   27, Epsilon: 0.8217999999999986
Iteration:   38500, Train reward: -19.950, Eval reward: -21.000, TD loss:   0.002, Episode:   28, Epsilon: 0.8151999999999986
Iteration:   39000, Train reward: -19.950, Eval reward: -21.000, TD loss:   0.002, Episode:   28, Epsilon: 0.8151999999999986
Iteration:   39500, Train reward: -19.950, Eval reward: -21.000, TD loss:   0.002, Episode:   28, Epsilon: 0.8151999999999986
Iteration:   40000, Train reward: -19.950, Eval reward: -18.333, TD loss:   0.002, Episode:   28, Epsilon: 0.8151999999999986
Iteration:   40500, Train reward: -19.950, Eval reward: -18.333, TD loss:   0.002, Episode:   29, Epsilon: 0.8085999999999985
Iteration:   41000, Train reward: -19.950, Eval reward: -18.333, TD loss:   0.003, Episode:   29, Epsilon: 0.8085999999999985
Iteration:   41500, Train reward: -19.950, Eval reward: -18.333, TD loss:   0.002, Episode:   29, Epsilon: 0.8085999999999985
Iteration:   42000, Train reward: -20.100, Eval reward: -18.333, TD loss:   0.002, Episode:   30, Epsilon: 0.8019999999999985
Iteration:   42500, Train reward: -20.100, Eval reward: -18.333, TD loss:   0.003, Episode:   30, Epsilon: 0.8019999999999985
Iteration:   43000, Train reward: -20.100, Eval reward: -18.333, TD loss:   0.002, Episode:   30, Epsilon: 0.8019999999999985
Iteration:   43500, Train reward: -20.100, Eval reward: -18.333, TD loss:   0.003, Episode:   30, Epsilon: 0.8019999999999985
