Namespace(batch_size=32, buffer_capacity=50000, clip_grad=True, device='cuda', envname='LunarLander-v2', epsilon_decay=0.99, epsilon_init=1, epsilon_min=0.01, epsilon_range=None, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.0003, max_episode_len=1000, model_dir='models/', n_iterations=150000, save_model=False, start_update=500, target_update_period=250, write_period=100)
Iteration:       0, Train reward:     nan, Eval reward: -629.043, TD loss:     nan, Episode:    0, Epsilon:    1
Iteration:     100, Train reward: -84.981, Eval reward: -629.043, TD loss:     nan, Episode:    1, Epsilon: 0.99
Iteration:     200, Train reward: -159.801, Eval reward: -629.043, TD loss:     nan, Episode:    2, Epsilon: 0.9801
Iteration:     300, Train reward: -200.829, Eval reward: -629.043, TD loss:     nan, Episode:    3, Epsilon: 0.9702989999999999
Iteration:     400, Train reward: -205.274, Eval reward: -629.043, TD loss:     nan, Episode:    4, Epsilon: 0.96059601
Iteration:     500, Train reward: -209.906, Eval reward: -629.043, TD loss:     nan, Episode:    5, Epsilon: 0.9509900498999999
Iteration:     600, Train reward: -172.902, Eval reward: -629.043, TD loss: 122.711, Episode:    6, Epsilon: 0.9414801494009999
Iteration:     700, Train reward: -154.108, Eval reward: -629.043, TD loss: 117.350, Episode:    7, Epsilon: 0.9320653479069899
Iteration:     800, Train reward: -172.365, Eval reward: -629.043, TD loss: 142.210, Episode:    8, Epsilon: 0.92274469442792
Iteration:     900, Train reward: -165.043, Eval reward: -629.043, TD loss: 113.881, Episode:    9, Epsilon: 0.9135172474836407
Iteration:    1000, Train reward: -161.922, Eval reward: -775.129, TD loss:  98.535, Episode:   10, Epsilon: 0.9043820750088043
Iteration:    1100, Train reward: -177.198, Eval reward: -775.129, TD loss: 107.788, Episode:   11, Epsilon: 0.8953382542587163
Iteration:    1200, Train reward: -172.849, Eval reward: -775.129, TD loss:  93.786, Episode:   12, Epsilon: 0.8863848717161291
Iteration:    1300, Train reward: -177.045, Eval reward: -775.129, TD loss:  91.420, Episode:   13, Epsilon: 0.8775210229989678
Iteration:    1400, Train reward: -176.130, Eval reward: -775.129, TD loss:  92.804, Episode:   14, Epsilon: 0.8687458127689781
Iteration:    1500, Train reward: -177.359, Eval reward: -775.129, TD loss:  83.197, Episode:   15, Epsilon: 0.8600583546412883
Iteration:    1600, Train reward: -186.031, Eval reward: -775.129, TD loss: 100.173, Episode:   16, Epsilon: 0.8514577710948754
