Namespace(batch_size=32, buffer_capacity=50000, clip_grad=True, device='cuda', envname='LunarLander-v2', epsilon_decay=0.995, epsilon_init=1, epsilon_min=0.01, epsilon_range=200, eval_episode=5, eval_period=1000, gamma=0.99, lr=0.0003, max_episode_len=1000, model_dir='models/', n_iterations=150000, save_model=False, start_update=500, target_update_period=250, write_period=100)
Iteration:       0, Train reward:     nan, Eval reward: -598.579, TD loss:     nan, Episode:    0, Epsilon:    1
Iteration:     100, Train reward: -246.229, Eval reward: -598.579, TD loss:     nan, Episode:    1, Epsilon: 0.99505
Iteration:     200, Train reward: -176.487, Eval reward: -598.579, TD loss:     nan, Episode:    2, Epsilon: 0.9901
Iteration:     300, Train reward: -224.362, Eval reward: -598.579, TD loss:     nan, Episode:    3, Epsilon: 0.98515
Iteration:     400, Train reward: -231.503, Eval reward: -598.579, TD loss:     nan, Episode:    4, Epsilon: 0.9802
Iteration:     500, Train reward: -247.493, Eval reward: -598.579, TD loss:     nan, Episode:    5, Epsilon: 0.97525
Iteration:     600, Train reward: -229.939, Eval reward: -598.579, TD loss: 154.034, Episode:    6, Epsilon: 0.9702999999999999
Iteration:     700, Train reward: -220.652, Eval reward: -598.579, TD loss: 108.150, Episode:    7, Epsilon: 0.9653499999999999
Iteration:     800, Train reward: -240.842, Eval reward: -598.579, TD loss: 115.720, Episode:    8, Epsilon: 0.9603999999999999
Iteration:     900, Train reward: -243.599, Eval reward: -598.579, TD loss: 117.983, Episode:    9, Epsilon: 0.9554499999999999
Iteration:    1000, Train reward: -221.402, Eval reward: -223.853, TD loss:  99.948, Episode:   10, Epsilon: 0.9504999999999999
Iteration:    1100, Train reward: -207.592, Eval reward: -223.853, TD loss:  81.089, Episode:   11, Epsilon: 0.9455499999999999
Iteration:    1200, Train reward: -187.138, Eval reward: -223.853, TD loss: 105.011, Episode:   13, Epsilon: 0.9356499999999999
Iteration:    1300, Train reward: -188.968, Eval reward: -223.853, TD loss:  98.616, Episode:   14, Epsilon: 0.9306999999999999
Iteration:    1400, Train reward: -187.984, Eval reward: -223.853, TD loss: 108.603, Episode:   15, Epsilon: 0.9257499999999999
Iteration:    1500, Train reward: -187.984, Eval reward: -223.853, TD loss:  82.457, Episode:   15, Epsilon: 0.9257499999999999
Iteration:    1600, Train reward: -184.386, Eval reward: -223.853, TD loss:  75.515, Episode:   17, Epsilon: 0.9158499999999998
Iteration:    1700, Train reward: -195.886, Eval reward: -223.853, TD loss:  87.664, Episode:   18, Epsilon: 0.9108999999999998
Iteration:    1800, Train reward: -195.886, Eval reward: -223.853, TD loss:  79.457, Episode:   18, Epsilon: 0.9108999999999998
